"Notes"	"State of Residence"	"State of Residence Code"	"Month"	"Month Code"	"Year"	"Year Code"	Births
	"Delaware"	"10"	"February"	"2"	"2021"	"2021"	688
	"Delaware"	"10"	"February"	"2"	"2022"	"2022"	812
"Total"	"Delaware"	"10"	"February"	"2"			5490
	"Delaware"	"10"	"March"	"3"	"2016"	"2016"	997
	"Delaware"	"10"	"March"	"3"	"2017"	"2017"	921
	"Delaware"	"10"	"March"	"3"	"2018"	"2018"	942
	"Delaware"	"10"	"March"	"3"	"2019"	"2019"	883
	"Delaware"	"10"	"March"	"3"	"2020"	"2020"	854
	"Delaware"	"10"	"March"	"3"	"2021"	"2021"	818
	"Delaware"	"10"	"March"	"3"	"2022"	"2022"	941
"Total"	"Delaware"	"10"	"March"	"3"			6356
	"Delaware"	"10"	"April"	"4"	"2016"	"2016"	887
	"Delaware"	"10"	"April"	"4"	"2017"	"2017"	853
	"Delaware"	"10"	"April"	"4"	"2018"	"2018"	834
	"Delaware"	"10"	"April"	"4"	"2019"	"2019"	803
	"Delaware"	"10"	"April"	"4"	"2020"	"2020"	805
	"Delaware"	"10"	"April"	"4"	"2021"	"2021"	852
	"Delaware"	"10"	"April"	"4"	"2022"	"2022"	801
"Total"	"Delaware"	"10"	"April"	"4"			5835
	"Delaware"	"10"	"May"	"5"	"2016"	"2016"	933
	"Delaware"	"10"	"May"	"5"	"2017"	"2017"	936
	"Delaware"	"10"	"May"	"5"	"2018"	"2018"	906
	"Delaware"	"10"	"May"	"5"	"2019"	"2019"	818
	"Delaware"	"10"	"May"	"5"	"2020"	"2020"	879
	"Delaware"	"10"	"May"	"5"	"2021"	"2021"	854
	"Delaware"	"10"	"May"	"5"	"2022"	"2022"	870
"Total"	"Delaware"	"10"	"May"	"5"			6196
	"Delaware"	"10"	"June"	"6"	"2016"	"2016"	973
	"Delaware"	"10"	"June"	"6"	"2017"	"2017"	958
	"Delaware"	"10"	"June"	"6"	"2018"	"2018"	907
	"Delaware"	"10"	"June"	"6"	"2019"	"2019"	855
	"Delaware"	"10"	"June"	"6"	"2020"	"2020"	894
	"Delaware"	"10"	"June"	"6"	"2021"	"2021"	914
	"Delaware"	"10"	"June"	"6"	"2022"	"2022"	930
"Total"	"Delaware"	"10"	"June"	"6"			6431
	"Delaware"	"10"	"July"	"7"	"2016"	"2016"	945
	"Delaware"	"10"	"July"	"7"	"2017"	"2017"	942
	"Delaware"	"10"	"July"	"7"	"2018"	"2018"	840
	"Delaware"	"10"	"July"	"7"	"2019"	"2019"	908
	"Delaware"	"10"	"July"	"7"	"2020"	"2020"	926
	"Delaware"	"10"	"July"	"7"	"2021"	"2021"	999
	"Delaware"	"10"	"July"	"7"	"2022"	"2022"	1015
"Total"	"Delaware"	"10"	"July"	"7"			6575
	"Delaware"	"10"	"August"	"8"	"2016"	"2016"	940
	"Delaware"	"10"	"August"	"8"	"2017"	"2017"	948
	"Delaware"	"10"	"August"	"8"	"2018"	"2018"	989
	"Delaware"	"10"	"August"	"8"	"2019"	"2019"	991
	"Delaware"	"10"	"August"	"8"	"2020"	"2020"	961
	"Delaware"	"10"	"August"	"8"	"2021"	"2021"	918
	"Delaware"	"10"	"August"	"8"	"2022"	"2022"	1010
"Total"	"Delaware"	"10"	"August"	"8"			6757
	"Delaware"	"10"	"September"	"9"	"2016"	"2016"	959
	"Delaware"	"10"	"September"	"9"	"2017"	"2017"	928
	"Delaware"	"10"	"September"	"9"	"2018"	"2018"	880
	"Delaware"	"10"	"September"	"9"	"2019"	"2019"	955
	"Delaware"	"10"	"September"	"9"	"2020"	"2020"	928
	"Delaware"	"10"	"September"	"9"	"2021"	"2021"	1023
	"Delaware"	"10"	"September"	"9"	"2022"	"2022"	889
"Total"	"Delaware"	"10"	"September"	"9"			6562
	"Delaware"	"10"	"October"	"10"	"2016"	"2016"	907
	"Delaware"	"10"	"October"	"10"	"2017"	"2017"	974
	"Delaware"	"10"	"October"	"10"	"2018"	"2018"	897
	"Delaware"	"10"	"October"	"10"	"2019"	"2019"	946
	"Delaware"	"10"	"October"	"10"	"2020"	"2020"	904
	"Delaware"	"10"	"October"	"10"	"2021"	"2021"	942
	"Delaware"	"10"	"October"	"10"	"2022"	"2022"	869
"Total"	"Delaware"	"10"	"October"	"10"			6439
	"Delaware"	"10"	"November"	"11"	"2016"	"2016"	888
	"Delaware"	"10"	"November"	"11"	"2017"	"2017"	836
	"Delaware"	"10"	"November"	"11"	"2018"	"2018"	849
	"Delaware"	"10"	"November"	"11"	"2019"	"2019"	858
	"Delaware"	"10"	"November"	"11"	"2020"	"2020"	783
	"Delaware"	"10"	"November"	"11"	"2021"	"2021"	854
	"Delaware"	"10"	"November"	"11"	"2022"	"2022"	898
"Total"	"Delaware"	"10"	"November"	"11"			5966
	"Delaware"	"10"	"December"	"12"	"2016"	"2016"	840
	"Delaware"	"10"	"December"	"12"	"2017"	"2017"	875
	"Delaware"	"10"	"December"	"12"	"2018"	"2018"	913
	"Delaware"	"10"	"December"	"12"	"2019"	"2019"	941
	"Delaware"	"10"	"December"	"12"	"2020"	"2020"	829
	"Delaware"	"10"	"December"	"12"	"2021"	"2021"	881
	"Delaware"	"10"	"December"	"12"	"2022"	"2022"	887
"Total"	"Delaware"	"10"	"December"	"12"			6166
"Total"	"Delaware"	"10"					74720
	"District of Columbia"	"11"	"January"	"1"	"2016"	"2016"	786
	"District of Columbia"	"11"	"January"	"1"	"2017"	"2017"	775
	"District of Columbia"	"11"	"January"	"1"	"2018"	"2018"	759
	"District of Columbia"	"11"	"January"	"1"	"2019"	"2019"	776
	"District of Columbia"	"11"	"January"	"1"	"2020"	"2020"	793
	"District of Columbia"	"11"	"January"	"1"	"2021"	"2021"	712
	"District of Columbia"	"11"	"January"	"1"	"2022"	"2022"	706
"Total"	"District of Columbia"	"11"	"January"	"1"			5307
	"District of Columbia"	"11"	"February"	"2"	"2016"	"2016"	758
	"District of Columbia"	"11"	"February"	"2"	"2017"	"2017"	717
	"District of Columbia"	"11"	"February"	"2"	"2018"	"2018"	696
	"District of Columbia"	"11"	"February"	"2"	"2019"	"2019"	635
	"District of Columbia"	"11"	"February"	"2"	"2020"	"2020"	715
	"District of Columbia"	"11"	"February"	"2"	"2021"	"2021"	627
	"District of Columbia"	"11"	"February"	"2"	"2022"	"2022"	609
"Total"	"District of Columbia"	"11"	"February"	"2"			4757
	"District of Columbia"	"11"	"March"	"3"	"2016"	"2016"	853
	"District of Columbia"	"11"	"March"	"3"	"2017"	"2017"	780
	"District of Columbia"	"11"	"March"	"3"	"2018"	"2018"	743
	"District of Columbia"	"11"	"March"	"3"	"2019"	"2019"	746
	"District of Columbia"	"11"	"March"	"3"	"2020"	"2020"	774
	"District of Columbia"	"11"	"March"	"3"	"2021"	"2021"	702
	"District of Columbia"	"11"	"March"	"3"	"2022"	"2022"	673
"Total"	"District of Columbia"	"11"	"March"	"3"			5271
	"District of Columbia"	"11"	"April"	"4"	"2016"	"2016"	712
	"District of Columbia"	"11"	"April"	"4"	"2017"	"2017"	743
	"District of Columbia"	"11"	"April"	"4"	"2018"	"2018"	722
	"District of Columbia"	"11"	"April"	"4"	"2019"	"2019"	680
	"District of Columbia"	"11"	"April"	"4"	"2020"	"2020"	685
	"District of Columbia"	"11"	"April"	"4"	"2021"	"2021"	664
	"District of Columbia"	"11"	"April"	"4"	"2022"	"2022"	633
"Total"	"District of Columbia"	"11"	"April"	"4"			4839
	"District of Columbia"	"11"	"May"	"5"	"2016"	"2016"	845
	"District of Columbia"	"11"	"May"	"5"	"2017"	"2017"	802
	"District of Columbia"	"11"	"May"	"5"	"2018"	"2018"	791
	"District of Columbia"	"11"	"May"	"5"	"2019"	"2019"	777
	"District of Columbia"	"11"	"May"	"5"	"2020"	"2020"	728
	"District of Columbia"	"11"	"May"	"5"	"2021"	"2021"	711
	"District of Columbia"	"11"	"May"	"5"	"2022"	"2022"	626
"Total"	"District of Columbia"	"11"	"May"	"5"			5280
	"District of Columbia"	"11"	"June"	"6"	"2016"	"2016"	861
	"District of Columbia"	"11"	"June"	"6"	"2017"	"2017"	844
	"District of Columbia"	"11"	"June"	"6"	"2018"	"2018"	789
	"District of Columbia"	"11"	"June"	"6"	"2019"	"2019"	750
	"District of Columbia"	"11"	"June"	"6"	"2020"	"2020"	775
	"District of Columbia"	"11"	"June"	"6"	"2021"	"2021"	688
	"District of Columbia"	"11"	"June"	"6"	"2022"	"2022"	690
"Total"	"District of Columbia"	"11"	"June"	"6"			5397
	"District of Columbia"	"11"	"July"	"7"	"2016"	"2016"	888
	"District of Columbia"	"11"	"July"	"7"	"2017"	"2017"	897
	"District of Columbia"	"11"	"July"	"7"	"2018"	"2018"	813
	"District of Columbia"	"11"	"July"	"7"	"2019"	"2019"	816
	"District of Columbia"	"11"	"July"	"7"	"2020"	"2020"	762
	"District of Columbia"	"11"	"July"	"7"	"2021"	"2021"	742
	"District of Columbia"	"11"	"July"	"7"	"2022"	"2022"	686
"Total"	"District of Columbia"	"11"	"July"	"7"			5604
	"District of Columbia"	"11"	"August"	"8"	"2016"	"2016"	891
	"District of Columbia"	"11"	"August"	"8"	"2017"	"2017"	850
	"District of Columbia"	"11"	"August"	"8"	"2018"	"2018"	823
	"District of Columbia"	"11"	"August"	"8"	"2019"	"2019"	810
	"District of Columbia"	"11"	"August"	"8"	"2020"	"2020"	769
	"District of Columbia"	"11"	"August"	"8"	"2021"	"2021"	735
	"District of Columbia"	"11"	"August"	"8"	"2022"	"2022"	764
"Total"	"District of Columbia"	"11"	"August"	"8"			5642
	"District of Columbia"	"11"	"September"	"9"	"2016"	"2016"	849
	"District of Columbia"	"11"	"September"	"9"	"2017"	"2017"	811
	"District of Columbia"	"11"	"September"	"9"	"2018"	"2018"	745
	"District of Columbia"	"11"	"September"	"9"	"2019"	"2019"	774
	"District of Columbia"	"11"	"September"	"9"	"2020"	"2020"	736
	"District of Columbia"	"11"	"September"	"9"	"2021"	"2021"	813
	"District of Columbia"	"11"	"September"	"9"	"2022"	"2022"	662
"Total"	"District of Columbia"	"11"	"September"	"9"			5390
	"District of Columbia"	"11"	"October"	"10"	"2016"	"2016"	836
	"District of Columbia"	"11"	"October"	"10"	"2017"	"2017"	801
	"District of Columbia"	"11"	"October"	"10"	"2018"	"2018"	835
	"District of Columbia"	"11"	"October"	"10"	"2019"	"2019"	804
	"District of Columbia"	"11"	"October"	"10"	"2020"	"2020"	739
	"District of Columbia"	"11"	"October"	"10"	"2021"	"2021"	751
	"District of Columbia"	"11"	"October"	"10"	"2022"	"2022"	656
"Total"	"District of Columbia"	"11"	"October"	"10"			5422
	"District of Columbia"	"11"	"November"	"11"	"2016"	"2016"	759
	"District of Columbia"	"11"	"November"	"11"	"2017"	"2017"	773
	"District of Columbia"	"11"	"November"	"11"	"2018"	"2018"	745
	"District of Columbia"	"11"	"November"	"11"	"2019"	"2019"	742
	"District of Columbia"	"11"	"November"	"11"	"2020"	"2020"	688
	"District of Columbia"	"11"	"November"	"11"	"2021"	"2021"	809
	"District of Columbia"	"11"	"November"	"11"	"2022"	"2022"	662
"Total"	"District of Columbia"	"11"	"November"	"11"			5178
	"District of Columbia"	"11"	"December"	"12"	"2016"	"2016"	820
	"District of Columbia"	"11"	"December"	"12"	"2017"	"2017"	767
	"District of Columbia"	"11"	"December"	"12"	"2018"	"2018"	751
	"District of Columbia"	"11"	"December"	"12"	"2019"	"2019"	769
	"District of Columbia"	"11"	"December"	"12"	"2020"	"2020"	710
	"District of Columbia"	"11"	"December"	"12"	"2021"	"2021"	706
	"District of Columbia"	"11"	"December"	"12"	"2022"	"2022"	708
"Total"	"District of Columbia"	"11"	"December"	"12"			5231
"Total"	"District of Columbia"	"11"					63318
	"Florida"	"12"	"January"	"1"	"2016"	"2016"	18314
	"Florida"	"12"	"January"	"1"	"2017"	"2017"	18571
	"Florida"	"12"	"January"	"1"	"2018"	"2018"	19075
	"Florida"	"12"	"January"	"1"	"2019"	"2019"	18955
	"Florida"	"12"	"January"	"1"	"2020"	"2020"	18194
	"Florida"	"12"	"January"	"1"	"2021"	"2021"	16542
	"Florida"	"12"	"January"	"1"	"2022"	"2022"	18496
"Total"	"Florida"	"12"	"January"	"1"			128147
